"UF";"COD. UF";"COD. MUNIC";"NOME DO MUNICÍPIO";"POPULAÇÃO ESTIMADA"
"MG";31;"41009";"Mato Verde";12.367
"MG";31;"41108";"Matozinhos";38.469
"MG";31;"41207";"Matutina";3.733
"MG";31;"41306";"Medeiros";3.861
"MG";31;"41405";"Medina";20.701
"MG";31;"41504";"Mendes Pimentel";6.446
"MG";31;"41603";"Mercês";10.775
"MG";31;"41702";"Mesquita";5.489
"MG";31;"41801";"Minas Novas";31.509
"MG";31;"41900";"Minduri";3.891
"MG";31;"42007";"Mirabela";13.651
"MG";31;"42106";"Miradouro";10.818
"MG";31;"42205";"Miraí";15.205
"MG";31;"42254";"Miravânia";4.939
"MG";31;"42304";"Moeda";4.948
"MG";31;"42403";"Moema";7.589
"MG";31;"42502";"Monjolos";2.184
"MG";31;"42601";"Monsenhor Paulo";8.764
"MG";31;"42700";"Montalvânia";14.621
"MG";31;"42809";"Monte Alegre de Minas";21.349
"MG";31;"42908";"Monte Azul";20.544
"MG";31;"43005";"Monte Belo";13.139
"MG";31;"43104";"Monte Carmelo";48.049
"MG";31;"43153";"Monte Formoso";4.939
"MG";31;"43203";"Monte Santo de Minas";21.504
"MG";31;"43302";"Montes Claros";417.478
"MG";31;"43401";"Monte Sião";24.247
"MG";31;"43450";"Montezuma";8.379
"MG";31;"43500";"Morada Nova de Minas";8.955
"MG";31;"43609";"Morro da Garça";2.413
"MG";31;"43708";"Morro do Pilar";3.126
"MG";31;"43807";"Munhoz";5.960
"MG";31;"43906";"Muriaé";109.997
"MG";31;"44003";"Mutum";26.945
"MG";31;"44102";"Muzambinho";20.522
"MG";31;"44201";"Nacip Raydan";3.221
"MG";31;"44300";"Nanuque";40.583
"MG";31;"44359";"Naque";7.104
"MG";31;"44375";"Natalândia";3.306
"MG";31;"44409";"Natércia";4.727
"MG";31;"44508";"Nazareno";8.710
"MG";31;"44607";"Nepomuceno";26.882
"MG";31;"44656";"Ninheira";10.355
"MG";31;"44672";"Nova Belém";3.067
"MG";31;"44706";"Nova Era";17.524
"MG";31;"44805";"Nova Lima";97.378
"MG";31;"44904";"Nova Módica";3.548
"MG";31;"45000";"Nova Ponte";16.046
"MG";31;"45059";"Nova Porteirinha";7.493
"MG";31;"45109";"Nova Resende";16.937
"MG";31;"45208";"Nova Serrana";108.241
"MG";31;"45307";"Novo Cruzeiro";31.339
"MG";31;"45356";"Novo Oriente de Minas";10.800
"MG";31;"45372";"Novorizonte";5.348
"MG";31;"45406";"Olaria";1.694
"MG";31;"45455";"Olhos-d'Água";6.243
"MG";31;"45505";"Olímpio Noronha";2.829
"MG";31;"45604";"Oliveira";41.987
"MG";31;"45703";"Oliveira Fortes";2.128
"MG";31;"45802";"Onça de Pitangui";3.155
"MG";31;"45851";"Oratórios";4.671
"MG";31;"45877";"Orizânia";8.138
"MG";31;"45901";"Ouro Branco";40.220
"MG";31;"46008";"Ouro Fino";33.938
"MG";31;"46107";"Ouro Preto";74.824
"MG";31;"46206";"Ouro Verde de Minas";5.895
"MG";31;"46255";"Padre Carvalho";6.466
"MG";31;"46305";"Padre Paraíso";20.346
"MG";31;"46404";"Paineiras";4.440
"MG";31;"46503";"Pains";8.308
"MG";31;"46552";"Pai Pedro";6.098
"MG";31;"46602";"Paiva";1.517
"MG";31;"46701";"Palma";6.606
"MG";31;"46750";"Palmópolis";5.196
"MG";31;"46909";"Papagaios";15.922
"MG";31;"47006";"Paracatu";94.539
"MG";31;"47105";"Pará de Minas";95.616
"MG";31;"47204";"Paraguaçu";21.693
"MG";31;"47303";"Paraisópolis";21.353
"MG";31;"47402";"Paraopeba";24.854
"MG";31;"47501";"Passabém";1.619
"MG";31;"47600";"Passa Quatro";16.439
"MG";31;"47709";"Passa Tempo";8.031
"MG";31;"47808";"Passa Vinte";2.024
"MG";31;"47907";"Passos";115.970
"MG";31;"47956";"Patis";6.031
"MG";31;"48004";"Patos de Minas";154.641
"MG";31;"48103";"Patrocínio";92.116
"MG";31;"48202";"Patrocínio do Muriaé";5.744
"MG";31;"48301";"Paula Cândido";9.597
"MG";31;"48400";"Paulistas";4.794
"MG";31;"48509";"Pavão";8.390
"MG";31;"48608";"Peçanha";17.534
"MG";31;"48707";"Pedra Azul";24.333
"MG";31;"48756";"Pedra Bonita";7.157
"MG";31;"48806";"Pedra do Anta";2.960
"MG";31;"48905";"Pedra do Indaiá";3.977
"MG";31;"49002";"Pedra Dourada";2.559
"MG";31;"49101";"Pedralva";11.098
"MG";31;"49150";"Pedras de Maria da Cruz";12.313
"MG";31;"49200";"Pedrinópolis";3.651
"MG";31;"49309";"Pedro Leopoldo";65.149
"MG";31;"49408";"Pedro Teixeira";1.804
"MG";31;"49507";"Pequeri";3.340
"MG";31;"49606";"Pequi";4.457
"MG";31;"49705";"Perdigão";11.994
"MG";31;"49804";"Perdizes";16.469
"MG";31;"49903";"Perdões";21.577
"MG";31;"49952";"Periquito";6.738
"MG";31;"50000";"Pescador";4.261
"MG";31;"50109";"Piau";2.719
"MG";31;"50158";"Piedade de Caratinga";8.832
"MG";31;"50208";"Piedade de Ponte Nova";4.141
"MG";31;"50307";"Piedade do Rio Grande";4.436
"MG";31;"50406";"Piedade dos Gerais";5.034
"MG";31;"50505";"Pimenta";8.715
"MG";31;"50539";"Pingo-d'Água";5.029
"MG";31;"50570";"Pintópolis";7.540
"MG";31;"50604";"Piracema";6.386
"MG";31;"50703";"Pirajuba";6.491
"MG";31;"50802";"Piranga";17.641
"MG";31;"50901";"Piranguçu";5.504
"MG";31;"51008";"Piranguinho";8.683
"MG";31;"51107";"Pirapetinga";10.791
"MG";31;"51206";"Pirapora";56.845
"MG";31;"51305";"Piraúba";10.732
"MG";31;"51404";"Pitangui";28.433
"MG";31;"51503";"Piumhi";35.137
"MG";31;"51602";"Planura";12.445
"MG";31;"51701";"Poço Fundo";16.900
"MG";31;"51800";"Poços de Caldas";169.838
"MG";31;"51909";"Pocrane";8.288
"MG";31;"52006";"Pompéu";32.248
"MG";31;"52105";"Ponte Nova";60.003
"MG";31;"52131";"Ponto Chique";4.305
"MG";31;"52170";"Ponto dos Volantes";12.235
"MG";31;"52204";"Porteirinha";37.823
"MG";31;"52303";"Porto Firme";11.414
"MG";31;"52402";"Poté";16.675
"MG";31;"52501";"Pouso Alegre";154.293
"MG";31;"52600";"Pouso Alto";5.862
"MG";31;"52709";"Prados";9.128
"MG";31;"52808";"Prata";28.173
"MG";31;"52907";"Pratápolis";8.530
"MG";31;"53004";"Pratinha";3.658
"MG";31;"53103";"Presidente Bernardes";5.315
"MG";31;"53202";"Presidente Juscelino";3.572
"MG";31;"53301";"Presidente Kubitschek";3.000
"MG";31;"53400";"Presidente Olegário";19.680
"MG";31;"53509";"Alto Jequitibá";8.286
"MG";31;"53608";"Prudente de Morais";10.931
"MG";31;"53707";"Quartel Geral";3.603
"MG";31;"53806";"Queluzito";1.948
"MG";31;"53905";"Raposos";16.501
"MG";31;"54002";"Raul Soares";23.663
"MG";31;"54101";"Recreio";10.522
"MG";31;"54150";"Reduto";7.247
"MG";31;"54200";"Resende Costa";11.578
"MG";31;"54309";"Resplendor";17.396
"MG";31;"54408";"Ressaquinha";4.826
"MG";31;"54457";"Riachinho";8.132
"MG";31;"54507";"Riacho dos Machados";9.471
"MG";31;"54606";"Ribeirão das Neves";341.415
"MG";31;"54705";"Ribeirão Vermelho";4.061
"MG";31;"54804";"Rio Acima";10.524
"MG";31;"54903";"Rio Casca";13.384
"MG";31;"55009";"Rio Doce";2.630
"MG";31;"55108";"Rio do Prado";5.117
"MG";31;"55207";"Rio Espera";5.332
"MG";31;"55306";"Rio Manso";5.924
"MG";31;"55405";"Rio Novo";8.964
"MG";31;"55504";"Rio Paranaíba";12.356
"MG";31;"55603";"Rio Pardo de Minas";31.171
"MG";31;"55702";"Rio Piracicaba";14.325
"MG";31;"55801";"Rio Pomba";18.007
"MG";31;"55900";"Rio Preto";5.493
"MG";31;"56007";"Rio Vermelho";12.635
"MG";31;"56106";"Ritápolis";4.521
"MG";31;"56205";"Rochedo de Minas";2.335
"MG";31;"56304";"Rodeiro";8.333
"MG";31;"56403";"Romaria";3.507
"MG";31;"56452";"Rosário da Limeira";4.648
"MG";31;"56502";"Rubelita";5.609
"MG";31;"56601";"Rubim";10.269
"MG";31;"56700";"Sabará";137.877
"MG";31;"56809";"Sabinópolis";15.364
"MG";31;"56908";"Sacramento";26.556
"MG";31;"57005";"Salinas";41.864
"MG";31;"57104";"Salto da Divisa";7.014
"MG";31;"57203";"Santa Bárbara";31.873
"MG";31;"57252";"Santa Bárbara do Leste";8.212
"MG";31;"57278";"Santa Bárbara do Monte Verde";3.212
"MG";31;"57302";"Santa Bárbara do Tugúrio";4.385
"MG";31;"57336";"Santa Cruz de Minas";8.723
"MG";31;"57377";"Santa Cruz de Salinas";4.074
"MG";31;"57401";"Santa Cruz do Escalvado";4.693
"MG";31;"57500";"Santa Efigênia de Minas";4.354
"MG";31;"57609";"Santa Fé de Minas";3.806
"MG";31;"57658";"Santa Helena de Minas";6.406
"MG";31;"57708";"Santa Juliana";14.497
"MG";31;"57807";"Santa Luzia";221.705
"MG";31;"57906";"Santa Margarida";16.393
"MG";31;"58003";"Santa Maria de Itabira";10.867
"MG";31;"58102";"Santa Maria do Salto";5.203
"MG";31;"58201";"Santa Maria do Suaçuí";14.607
"MG";31;"58300";"Santana da Vargem";7.047
"MG";31;"58409";"Santana de Cataguases";3.909
"MG";31;"58508";"Santana de Pirapama";7.538
"MG";31;"58607";"Santana do Deserto";3.985
"MG";31;"58706";"Santana do Garambéu";2.494
"MG";31;"58805";"Santana do Jacaré";4.847
"MG";31;"58904";"Santana do Manhuaçu";8.660
"MG";31;"58953";"Santana do Paraíso";36.048
"MG";31;"59001";"Santana do Riacho";4.334
"MG";31;"59100";"Santana dos Montes";3.753
"MG";31;"59209";"Santa Rita de Caldas";8.900
"MG";31;"59308";"Santa Rita de Jacutinga";4.843
"MG";31;"59357";"Santa Rita de Minas";7.322
"MG";31;"59407";"Santa Rita de Ibitipoca";3.380
"MG";31;"59506";"Santa Rita do Itueto";5.426
"MG";31;"59605";"Santa Rita do Sapucaí";44.226
"MG";31;"59704";"Santa Rosa da Serra";3.364
"MG";31;"59803";"Santa Vitória";19.997
"MG";31;"59902";"Santo Antônio do Amparo";18.697
"MG";31;"60009";"Santo Antônio do Aventureiro";3.602
"MG";31;"60108";"Santo Antônio do Grama";3.861
"MG";31;"60207";"Santo Antônio do Itambé";3.763
"MG";31;"60306";"Santo Antônio do Jacinto";11.570
"MG";31;"60405";"Santo Antônio do Monte";28.603
"MG";31;"60454";"Santo Antônio do Retiro";7.316
"MG";31;"60504";"Santo Antônio do Rio Abaixo";1.756
"MG";31;"60603";"Santo Hipólito";3.044
"MG";31;"60702";"Santos Dumont";46.357
"MG";31;"60801";"São Bento Abade";5.411
"MG";31;"60900";"São Brás do Suaçuí";3.770
"MG";31;"60959";"São Domingos das Dores";5.672
"MG";31;"61007";"São Domingos do Prata";17.296
"MG";31;"61056";"São Félix de Minas";3.354
"MG";31;"61106";"São Francisco";56.625
"MG";31;"61205";"São Francisco de Paula";6.512
"MG";31;"61304";"São Francisco de Sales";6.309
"MG";31;"61403";"São Francisco do Glória";4.758
"MG";31;"61502";"São Geraldo";12.751
"MG";31;"61601";"São Geraldo da Piedade";3.860
"MG";31;"61650";"São Geraldo do Baixio";4.104
"MG";31;"61700";"São Gonçalo do Abaeté";8.527
"MG";31;"61809";"São Gonçalo do Pará";12.776
"MG";31;"61908";"São Gonçalo do Rio Abaixo";11.114
"MG";31;"62005";"São Gonçalo do Sapucaí";25.670
"MG";31;"62104";"São Gotardo";36.084
"MG";31;"62203";"São João Batista do Glória";7.541
"MG";31;"62252";"São João da Lagoa";4.949
"MG";31;"62302";"São João da Mata";2.743
"MG";31;"62401";"São João da Ponte";25.033
"MG";31;"62450";"São João das Missões";13.232
"MG";31;"62500";"São João del Rei";90.897
"MG";31;"62559";"São João do Manhuaçu";11.785
"MG";31;"62575";"São João do Manteninha";5.975
"MG";31;"62609";"São João do Oriente";7.393
"MG";31;"62658";"São João do Pacuí";4.476
"MG";31;"62708";"São João do Paraíso";23.797
"MG";31;"62807";"São João Evangelista";15.761
"MG";31;"62906";"São João Nepomuceno";26.530
"MG";31;"62922";"São Joaquim de Bicas";32.696
"MG";31;"62948";"São José da Barra";7.532
"MG";31;"62955";"São José da Lapa";24.490
"MG";31;"63003";"São José da Safira";4.291
"MG";31;"63102";"São José da Varginha";5.151
"MG";31;"63201";"São José do Alegre";4.222
"MG";31;"63300";"São José do Divino";3.851
"MG";31;"63409";"São José do Goiabal";5.356
"MG";31;"63508";"São José do Jacuri";6.409
"MG";31;"63607";"São José do Mantimento";2.821
"MG";31;"63706";"São Lourenço";46.539
"MG";31;"63805";"São Miguel do Anta";6.949
"MG";31;"63904";"São Pedro da União";4.563
"MG";31;"64001";"São Pedro dos Ferros";7.634
"MG";31;"64100";"São Pedro do Suaçuí";5.160
"MG";31;"64209";"São Romão";12.713
"MG";31;"64308";"São Roque de Minas";7.100
"MG";31;"64407";"São Sebastião da Bela Vista";5.598
"MG";31;"64431";"São Sebastião da Vargem Alegre";3.039
"MG";31;"64472";"São Sebastião do Anta";6.697
"MG";31;"64506";"São Sebastião do Maranhão";9.884
"MG";31;"64605";"São Sebastião do Oeste";6.948
"MG";31;"64704";"São Sebastião do Paraíso";71.915
"MG";31;"64803";"São Sebastião do Rio Preto";1.478
"MG";31;"64902";"São Sebastião do Rio Verde";2.259
"MG";31;"65008";"São Tiago";10.979
"MG";31;"65107";"São Tomás de Aquino";6.980
"MG";31;"65206";"São Tomé das Letras";7.151
"MG";31;"65305";"São Vicente de Minas";7.876
"MG";31;"65404";"Sapucaí-Mirim";7.045
"MG";31;"65503";"Sardoá";6.421
"MG";31;"65537";"Sarzedo";34.050
"MG";31;"65552";"Setubinha";12.493
"MG";31;"65560";"Sem-Peixe";2.579
"MG";31;"65578";"Senador Amaral";5.365
"MG";31;"65602";"Senador Cortes";2.001
"MG";31;"65701";"Senador Firmino";7.902
"MG";31;"65800";"Senador José Bento";1.422
"MG";31;"65909";"Senador Modestino Gonçalves";4.056
"MG";31;"66006";"Senhora de Oliveira";5.786
"MG";31;"66105";"Senhora do Porto";3.516
"MG";31;"66204";"Senhora dos Remédios";10.474
"MG";31;"66303";"Sericita";7.340
"MG";31;"66402";"Seritinga";1.857
"MG";31;"66501";"Serra Azul de Minas";4.292
"MG";31;"66600";"Serra da Saudade";771
"MG";31;"66709";"Serra dos Aimorés";8.725
"MG";31;"66808";"Serra do Salitre";11.750
"MG";31;"66907";"Serrania";7.667
"MG";31;"66956";"Serranópolis de Minas";4.836
"MG";31;"67004";"Serranos";1.949
"MG";31;"67103";"Serro";20.915
"MG";31;"67202";"Sete Lagoas";243.950
"MG";31;"67301";"Silveirânia";2.267
"MG";31;"67400";"Silvianópolis";6.258
"MG";31;"67509";"Simão Pereira";2.621
"MG";31;"67608";"Simonésia";19.834
"MG";31;"67707";"Sobrália";5.476
"MG";31;"67806";"Soledade de Minas";6.226
"MG";31;"67905";"Tabuleiro";3.669
"MG";31;"68002";"Taiobeiras";34.653
"MG";31;"68051";"Taparuba";3.093
"MG";31;"68101";"Tapira";4.890
"MG";31;"68200";"Tapiraí";1.869
"MG";31;"68309";"Taquaraçu de Minas";4.120
"MG";31;"68408";"Tarumirim";14.280
"MG";31;"68507";"Teixeiras";11.680
"MG";31;"68606";"Teófilo Otoni";141.269
"MG";31;"68705";"Timóteo";91.268
"MG";31;"68804";"Tiradentes";8.160
"MG";31;"68903";"Tiros";6.369
"MG";31;"69000";"Tocantins";16.769
"MG";31;"69059";"Tocos do Moji";4.117
"MG";31;"69109";"Toledo";6.336
"MG";31;"69208";"Tombos";7.683
"MG";31;"69307";"Três Corações";80.561
"MG";31;"69356";"Três Marias";33.062
"MG";31;"69406";"Três Pontas";57.127
"MG";31;"69505";"Tumiritinga";6.797
"MG";31;"69604";"Tupaciguara";25.466
"MG";31;"69703";"Turmalina";20.280
"MG";31;"69802";"Turvolândia";5.099
"MG";31;"69901";"Ubá";117.995
"MG";31;"70008";"Ubaí";12.661
"MG";31;"70057";"Ubaporanga";12.514
"MG";31;"70107";"Uberaba";340.277
"MG";31;"70206";"Uberlândia";706.597
"MG";31;"70305";"Umburatiba";2.582
"MG";31;"70404";"Unaí";85.461
"MG";31;"70438";"União de Minas";4.265
"MG";31;"70479";"Uruana de Minas";3.256
"MG";31;"70503";"Urucânia";10.333
"MG";31;"70529";"Urucuia";17.470
"MG";31;"70578";"Vargem Alegre";6.460
"MG";31;"70602";"Vargem Bonita";2.143
"MG";31;"70651";"Vargem Grande do Rio Pardo";5.045
"MG";31;"70701";"Varginha";137.608
"MG";31;"70750";"Varjão de Minas";7.235
"MG";31;"70800";"Várzea da Palma";40.101
"MG";31;"70909";"Varzelândia";19.290
"MG";31;"71006";"Vazante";20.692
"MG";31;"71030";"Verdelândia";9.527
"MG";31;"71071";"Veredinha";5.733
"MG";31;"71105";"Veríssimo";4.090
"MG";31;"71154";"Vermelho Novo";4.852
"MG";31;"71204";"Vespasiano";131.849
"MG";31;"71303";"Viçosa";79.910
"MG";31;"71402";"Vieiras";3.570
"MG";31;"71501";"Mathias Lobato";3.157
"MG";31;"71600";"Virgem da Lapa";13.729
"MG";31;"71709";"Virgínia";8.652
"MG";31;"71808";"Virginópolis";10.459
"MG";31;"71907";"Virgolândia";5.303
"MG";31;"72004";"Visconde do Rio Branco";43.351
"MG";31;"72103";"Volta Grande";5.270
"MG";31;"72202";"Wenceslau Braz";2.543
"ES";32;"00102";"Afonso Cláudio";30.326
"ES";32;"00136";"Águia Branca";9.621
"ES";32;"00169";"Água Doce do Norte";10.801
"ES";32;"00201";"Alegre";29.869
"ES";32;"00300";"Alfredo Chaves";14.670
"ES";32;"00359";"Alto Rio Novo";7.911
"ES";32;"00409";"Anchieta";30.285
"ES";32;"00508";"Apiacá";7.542
"ES";32;"00607";"Aracruz";104.942
"ES";32;"00706";"Atílio Vivácqua";12.270
"ES";32;"00805";"Baixo Guandu";31.263
"ES";32;"00904";"Barra de São Francisco";45.301
"ES";32;"01001";"Boa Esperança";15.146
"ES";32;"01100";"Bom Jesus do Norte";9.988
"ES";32;"01159";"Brejetuba";12.450
"ES";32;"01209";"Cachoeiro de Itapemirim";212.172
"ES";32;"01308";"Cariacica";386.495
"ES";32;"01407";"Castelo";37.956
"ES";32;"01506";"Colatina";124.283
"ES";32;"01605";"Conceição da Barra";31.479
"ES";32;"01704";"Conceição do Castelo";12.887
"ES";32;"01803";"Divino de São Lourenço";4.236
"ES";32;"01902";"Domingos Martins";34.120
"ES";32;"02009";"Dores do Rio Preto";6.793
"ES";32;"02108";"Ecoporanga";22.748
"ES";32;"02207";"Fundão";22.379
"ES";32;"02256";"Governador Lindenberg";13.047
"ES";32;"02306";"Guaçuí";31.372
"ES";32;"02405";"Guarapari";128.504
"ES";32;"02454";"Ibatiba";26.762
"ES";32;"02504";"Ibiraçu";12.701
"ES";32;"02553";"Ibitirama";8.830
"ES";32;"02603";"Iconha";14.083
"ES";32;"02652";"Irupi";13.672
"ES";32;"02702";"Itaguaçu";13.982
"ES";32;"02801";"Itapemirim";34.957
"ES";32;"02900";"Itarana";10.433
"ES";32;"03007";"Iúna";29.417
"ES";32;"03056";"Jaguaré";31.589
"ES";32;"03106";"Jerônimo Monteiro";12.336
"ES";32;"03130";"João Neiva";16.774
"ES";32;"03163";"Laranja da Terra";10.919
"ES";32;"03205";"Linhares";179.755
"ES";32;"03304";"Mantenópolis";15.653
"ES";32;"03320";"Marataízes";39.259
"ES";32;"03346";"Marechal Floriano";17.141
"ES";32;"03353";"Marilândia";13.091
"ES";32;"03403";"Mimoso do Sul";26.079
"ES";32;"03502";"Montanha";18.954
"ES";32;"03601";"Mucurici";5.468
"ES";32;"03700";"Muniz Freire";17.176
"ES";32;"03809";"Muqui";15.602
"ES";32;"03908";"Nova Venécia";50.751
"ES";32;"04005";"Pancas";23.426
"ES";32;"04054";"Pedro Canário";26.575
"ES";32;"04104";"Pinheiros";27.601
"ES";32;"04203";"Piúma";22.388
"ES";32;"04252";"Ponto Belo";8.016
"ES";32;"04302";"Presidente Kennedy";11.741
"ES";32;"04351";"Rio Bananal";19.398
"ES";32;"04401";"Rio Novo do Sul";11.630
"ES";32;"04500";"Santa Leopoldina";12.171
"ES";32;"04559";"Santa Maria de Jetibá";41.588
"ES";32;"04609";"Santa Teresa";23.853
"ES";32;"04658";"São Domingos do Norte";8.735
"ES";32;"04708";"São Gabriel da Palha";39.085
"ES";32;"04807";"São José do Calçado";10.536
"ES";32;"04906";"São Mateus";134.629
"ES";32;"04955";"São Roque do Canaã";12.602
"ES";32;"05002";"Serra";536.765
"ES";32;"05010";"Sooretama";31.278
"ES";32;"05036";"Vargem Alta";21.778
"ES";32;"05069";"Venda Nova do Imigrante";26.204
"ES";32;"05101";"Viana";80.735
"ES";32;"05150";"Vila Pavão";9.280
"ES";32;"05176";"Vila Valério";14.065
"ES";32;"05200";"Vila Velha";508.655
"ES";32;"05309";"Vitória";369.534
"RJ";33;"00100";"Angra dos Reis";210.171
"RJ";33;"00159";"Aperibé";12.036
"RJ";33;"00209";"Araruama";136.109
"RJ";33;"00225";"Areal";12.763
"RJ";33;"00233";"Armação dos Búzios";35.060
"RJ";33;"00258";"Arraial do Cabo";30.827
"RJ";33;"00308";"Barra do Piraí";101.139
"RJ";33;"00407";"Barra Mansa";185.237
"RJ";33;"00456";"Belford Roxo";515.239
"RJ";33;"00506";"Bom Jardim";27.779
"RJ";33;"00605";"Bom Jesus do Itabapoana";37.306
"RJ";33;"00704";"Cabo Frio";234.077
"RJ";33;"00803";"Cachoeiras de Macacu";59.652
"RJ";33;"00902";"Cambuci";15.521
"RJ";33;"00936";"Carapebus";16.859
"RJ";33;"00951";"Comendador Levy Gasparian";8.590
"RJ";33;"01009";"Campos dos Goytacazes";514.643
"RJ";33;"01108";"Cantagalo";20.163
"RJ";33;"01157";"Cardoso Moreira";12.818
"RJ";33;"01207";"Carmo";19.161
"RJ";33;"01306";"Casimiro de Abreu";45.864
"RJ";33;"01405";"Conceição de Macabu";23.561
"RJ";33;"01504";"Cordeiro";22.152
"RJ";33;"01603";"Duas Barras";11.563
"RJ";33;"01702";"Duque de Caxias";929.449
"RJ";33;"01801";"Engenheiro Paulo de Frontin";14.138
"RJ";33;"01850";"Guapimirim";62.225
"RJ";33;"01876";"Iguaba Grande";29.344
"RJ";33;"01900";"Itaboraí";244.416
"RJ";33;"02007";"Itaguaí";136.547
"RJ";33;"02056";"Italva";15.387
"RJ";33;"02106";"Itaocara";23.211
"RJ";33;"02205";"Itaperuna";104.354
"RJ";33;"02254";"Itatiaia";32.312
"RJ";33;"02270";"Japeri";106.296
"RJ";33;"02304";"Laje do Muriaé";7.298
"RJ";33;"02403";"Macaé";266.136
"RJ";33;"02452";"Macuco";5.646
"RJ";33;"02502";"Magé";247.741
"RJ";33;"02601";"Mangaratiba";45.941
"RJ";33;"02700";"Maricá";167.668
"RJ";33;"02809";"Mendes";18.681
"RJ";33;"02858";"Mesquita";177.016
"RJ";33;"02908";"Miguel Pereira";25.622
"RJ";33;"03005";"Miracema";27.134
"RJ";33;"03104";"Natividade";15.305
"RJ";33;"03203";"Nilópolis";162.893
"RJ";33;"03302";"Niterói";516.981
"RJ";33;"03401";"Nova Friburgo";191.664
"RJ";33;"03500";"Nova Iguaçu";825.388
"RJ";33;"03609";"Paracambi";53.093
"RJ";33;"03708";"Paraíba do Sul";44.741
"RJ";33;"03807";"Paraty";44.175
"RJ";33;"03856";"Paty do Alferes";27.942
"RJ";33;"03906";"Petrópolis";307.144
"RJ";33;"03955";"Pinheiral";25.563
"RJ";33;"04003";"Piraí";29.802
"RJ";33;"04102";"Porciúncula";19.068
"RJ";33;"04110";"Porto Real";20.254
"RJ";33;"04128";"Quatis";14.562
"RJ";33;"04144";"Queimados";152.311
"RJ";33;"04151";"Quissamã";25.535
"RJ";33;"04201";"Resende";133.244
"RJ";33;"04300";"Rio Bonito";60.930
"RJ";33;"04409";"Rio Claro";18.677
"RJ";33;"04508";"Rio das Flores";9.401
"RJ";33;"04524";"Rio das Ostras";159.529
"RJ";33;"04557";"Rio de Janeiro";6.775.561
"RJ";33;"04607";"Santa Maria Madalena";10.380
"RJ";33;"04706";"Santo Antônio de Pádua";42.705
"RJ";33;"04755";"São Francisco de Itabapoana";42.214
"RJ";33;"04805";"São Fidélis";38.749
"RJ";33;"04904";"São Gonçalo";1.098.357
"RJ";33;"05000";"São João da Barra";36.731
"RJ";33;"05109";"São João de Meriti";473.385
"RJ";33;"05133";"São José de Ubá";7.240
"RJ";33;"05158";"São José do Vale do Rio Preto";22.032
"RJ";33;"05208";"São Pedro da Aldeia";107.556
"RJ";33;"05307";"São Sebastião do Alto";9.416
"RJ";33;"05406";"Sapucaia";18.270
"RJ";33;"05505";"Saquarema";91.938
"RJ";33;"05554";"Seropédica";83.841
"RJ";33;"05604";"Silva Jardim";21.775
"RJ";33;"05703";"Sumidouro";15.709
"RJ";33;"05752";"Tanguá";34.898
"RJ";33;"05802";"Teresópolis";185.820
"RJ";33;"05901";"Trajano de Moraes";10.653
"RJ";33;"06008";"Três Rios";82.468
"RJ";33;"06107";"Valença";77.202
"RJ";33;"06156";"Varre-Sai";11.208
"RJ";33;"06206";"Vassouras";37.262
"RJ";33;"06305";"Volta Redonda";274.925
"SP";35;"00105";"Adamantina";35.153
"SP";35;"00204";"Adolfo";3.545
"SP";35;"00303";"Aguaí";36.981
"SP";35;"00402";"Águas da Prata";8.262
"SP";35;"00501";"Águas de Lindóia";18.908
"SP";35;"00550";"Águas de Santa Bárbara";6.142
"SP";35;"00600";"Águas de São Pedro";3.588
"SP";35;"00709";"Agudos";37.582
"SP";35;"00758";"Alambari";6.231
"SP";35;"00808";"Alfredo Marcondes";4.201
"SP";35;"00907";"Altair";4.211
"SP";35;"01004";"Altinópolis";16.221
"SP";35;"01103";"Alto Alegre";4.078
"SP";35;"01152";"Alumínio";18.903
"SP";35;"01202";"Álvares Florence";3.616
"SP";35;"01301";"Álvares Machado";25.078
"SP";35;"01400";"Álvaro de Carvalho";5.320
"SP";35;"01509";"Alvinlândia";3.251
"SP";35;"01608";"Americana";244.370
"SP";35;"01707";"Américo Brasiliense";41.545
"SP";35;"01806";"Américo de Campos";5.993
"SP";35;"01905";"Amparo";73.145
"SP";35;"02002";"Analândia";5.115
"SP";35;"02101";"Andradina";57.245
"SP";35;"02200";"Angatuba";25.724
"SP";35;"02309";"Anhembi";6.911
"SP";35;"02408";"Anhumas";4.172
"SP";35;"02507";"Aparecida";36.211
"SP";35;"02606";"Aparecida d'Oeste";4.122
"SP";35;"02705";"Apiaí";24.081
"SP";35;"02754";"Araçariguama";23.343
"SP";35;"02804";"Araçatuba";199.210
"SP";35;"02903";"Araçoiaba da Serra";35.389
"SP";35;"03000";"Aramina";5.689
"SP";35;"03109";"Arandu";6.373
"SP";35;"03158";"Arapeí";2.452
"SP";35;"03208";"Araraquara";240.542
"SP";35;"03307";"Araras";136.739
"SP";35;"03356";"Arco-Íris";1.755
"SP";35;"03406";"Arealva";8.665
"SP";35;"03505";"Areias";3.906
"SP";35;"03604";"Areiópolis";11.186
"SP";35;"03703";"Ariranha";9.851
"SP";35;"03802";"Artur Nogueira";56.247
"SP";35;"03901";"Arujá";92.453
"SP";35;"03950";"Aspásia";1.815
"SP";35;"04008";"Assis";105.768
"SP";35;"04107";"Atibaia";145.378
"SP";35;"04206";"Auriflama";15.316
"SP";35;"04305";"Avaí";5.467
"SP";35;"04404";"Avanhandava";14.063
